"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 31 22:37:11 WIB 2023","Fri Mar 31 22:37:11 WIB 2023","1","","form page: test chai form","","","","",""
"skipped","Fri Mar 31 19:24:14 WIB 2023","Fri Mar 31 19:24:14 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"skipped","Sun Apr 02 08:44:41 WIB 2023","Sun Apr 02 08:44:41 WIB 2023","1","","form page: test chai form","","","","And I select jenis_kendaraan 4",""
"passed","Fri Mar 31 19:50:47 WIB 2023","Fri Mar 31 19:50:47 WIB 2023","2","","form page: test chai form","","","","",""
"passed","Sun Apr 02 17:58:05 WIB 2023","Sun Apr 02 17:58:10 WIB 2023","5180","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"passed","Sun Apr 02 06:56:13 WIB 2023","Sun Apr 02 06:56:13 WIB 2023","172","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"broken","Fri Mar 31 22:31:42 WIB 2023","Fri Mar 31 22:31:42 WIB 2023","168","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 06:40:28 WIB 2023","Sun Apr 02 06:40:28 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Wed Mar 29 17:19:07 WIB 2023","Wed Mar 29 17:19:07 WIB 2023","0","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","",""
"passed","Wed Mar 29 16:19:26 WIB 2023","Wed Mar 29 16:19:26 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","",""
"skipped","Fri Mar 31 19:25:47 WIB 2023","Fri Mar 31 19:25:47 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"broken","Wed Mar 29 17:13:22 WIB 2023","Wed Mar 29 17:13:22 WIB 2023","1","","Home Page: Home page area","","","","Given I open the browser and load the url  https://the-internet.herokuapp.com/",""
"passed","Sun Apr 02 06:55:27 WIB 2023","Sun Apr 02 06:55:30 WIB 2023","2366","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"skipped","Fri Mar 31 19:41:19 WIB 2023","Fri Mar 31 19:41:19 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 06:56:16 WIB 2023","Sun Apr 02 06:56:21 WIB 2023","5056","","form page: test chai form","","","","Then I click submit button",""
"passed","Fri Mar 31 08:52:31 WIB 2023","Fri Mar 31 08:52:33 WIB 2023","2253","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 17:57:04 WIB 2023","Sun Apr 02 17:57:09 WIB 2023","5166","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"passed","Wed Mar 29 15:49:28 WIB 2023","Wed Mar 29 15:49:28 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","",""
"passed","Fri Mar 31 20:24:12 WIB 2023","Fri Mar 31 20:24:12 WIB 2023","1","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Sun Apr 02 05:57:41 WIB 2023","Sun Apr 02 05:57:41 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 17:31:46 WIB 2023","Sun Apr 02 17:31:46 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Sun Apr 02 08:31:58 WIB 2023","Sun Apr 02 08:31:58 WIB 2023","178","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Mon Apr 03 06:02:42 WIB 2023","Mon Apr 03 06:02:42 WIB 2023","1","","form page: test chai form","","","","",""
"skipped","Wed Mar 29 15:54:08 WIB 2023","Wed Mar 29 15:54:08 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","When I login with admin and 67b70299781c57297aad37539c02d5c7!",""
"broken","Fri Mar 31 19:41:19 WIB 2023","Fri Mar 31 19:41:19 WIB 2023","1","","form page: test chai form","","","","And I select jenis_kendaraan 1",""
"passed","Mon Apr 03 06:05:49 WIB 2023","Mon Apr 03 06:05:51 WIB 2023","2351","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 17:17:53 WIB 2023","Sun Apr 02 17:17:53 WIB 2023","149","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"passed","Fri Mar 31 22:26:59 WIB 2023","Fri Mar 31 22:26:59 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Wed Mar 29 15:47:33 WIB 2023","Wed Mar 29 15:47:33 WIB 2023","1","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","",""
"passed","Fri Mar 31 20:14:35 WIB 2023","Fri Mar 31 20:14:38 WIB 2023","3084","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"skipped","Wed Mar 29 15:54:08 WIB 2023","Wed Mar 29 15:54:08 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","When I login with tia and tia",""
"passed","Fri Mar 31 22:33:31 WIB 2023","Fri Mar 31 22:33:31 WIB 2023","33","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Mon Apr 03 06:07:35 WIB 2023","Mon Apr 03 06:07:35 WIB 2023","45","","Test End to End User from resttest: Validate End to End Get Single User","","","","Then I validate the search result",""
"passed","Fri Mar 31 19:48:09 WIB 2023","Fri Mar 31 19:48:09 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Wed Mar 29 17:25:44 WIB 2023","Wed Mar 29 17:25:45 WIB 2023","29","","Home Page: Home page area","","","","Then I should see a header message with text Welcome to the-internet",""
"passed","Fri Mar 31 20:10:15 WIB 2023","Fri Mar 31 20:10:15 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Wed Mar 29 16:45:30 WIB 2023","Wed Mar 29 16:45:30 WIB 2023","1","","login page: input username password","","","","",""
"passed","Wed Mar 29 17:25:26 WIB 2023","Wed Mar 29 17:25:26 WIB 2023","1","","Home Page: Home page area","","","","",""
"broken","Wed Mar 29 15:54:33 WIB 2023","Wed Mar 29 15:54:33 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","And I click submit button",""
"passed","Fri Mar 31 19:12:48 WIB 2023","Fri Mar 31 19:12:48 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:17:19 WIB 2023","Sun Apr 02 06:17:19 WIB 2023","2","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:56:25 WIB 2023","Sun Apr 02 06:56:25 WIB 2023","2","","form page: test chai form","","","","",""
"passed","Sun Apr 02 08:40:51 WIB 2023","Sun Apr 02 08:40:54 WIB 2023","2811","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Wed Mar 29 17:25:26 WIB 2023","Wed Mar 29 17:25:26 WIB 2023","0","","Home Page: Home page area","","","","",""
"passed","Sun Apr 02 05:56:05 WIB 2023","Sun Apr 02 05:56:05 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Mon Apr 03 06:05:52 WIB 2023","Mon Apr 03 06:05:52 WIB 2023","29","","form page: test chai form","","","","And I select jenis_kendaraan 4",""
"passed","Sun Apr 02 08:44:41 WIB 2023","Sun Apr 02 08:44:41 WIB 2023","0","","form page: test chai form","","","","",""
"passed","Wed Mar 29 11:44:11 WIB 2023","Wed Mar 29 11:44:11 WIB 2023","32","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Then I should see a flash message saying Your username is invalid!",""
"passed","Sun Apr 02 05:57:57 WIB 2023","Sun Apr 02 05:57:57 WIB 2023","2","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:09:45 WIB 2023","Fri Mar 31 20:09:45 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Wed Mar 29 11:39:44 WIB 2023","Wed Mar 29 11:39:47 WIB 2023","3788","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Given I am on the login page",""
"passed","Fri Mar 31 20:35:29 WIB 2023","Fri Mar 31 20:35:29 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 08:58:23 WIB 2023","Fri Mar 31 08:58:23 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:56:13 WIB 2023","Sun Apr 02 06:56:13 WIB 2023","29","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Fri Mar 31 22:29:42 WIB 2023","Fri Mar 31 22:30:12 WIB 2023","30075","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Mon Apr 03 05:35:18 WIB 2023","Mon Apr 03 05:35:18 WIB 2023","58","","Test End to End User from resttest: Validate End to End Get Single User","","","","Then I validate the crate user search result",""
"passed","Sun Apr 02 06:02:49 WIB 2023","Sun Apr 02 06:02:49 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 06:40:16 WIB 2023","Sun Apr 02 06:40:16 WIB 2023","190","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Fri Mar 31 19:53:16 WIB 2023","Fri Mar 31 19:53:16 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 22:38:46 WIB 2023","Fri Mar 31 22:38:46 WIB 2023","0","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"unknown","Sun Apr 02 06:15:44 WIB 2023","Sun Apr 02 06:15:48 WIB 2023","4373","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 3",""
"passed","Mon Apr 03 06:05:52 WIB 2023","Mon Apr 03 06:05:55 WIB 2023","3060","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"skipped","Mon Apr 03 06:02:44 WIB 2023","Mon Apr 03 06:02:44 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"unknown","Fri Mar 31 19:58:37 WIB 2023","Fri Mar 31 19:58:37 WIB 2023","35","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Sun Apr 02 06:55:30 WIB 2023","Sun Apr 02 06:55:30 WIB 2023","166","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"skipped","Fri Mar 31 08:46:54 WIB 2023","Fri Mar 31 08:46:54 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 17:38:47 WIB 2023","Sun Apr 02 17:38:52 WIB 2023","5066","","Test End to End User from resttest: Validate End to End Get Single User","","","","Then I validate the search result",""
"passed","Mon Apr 03 05:25:07 WIB 2023","Mon Apr 03 05:25:07 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Mon Apr 03 06:02:44 WIB 2023","Mon Apr 03 06:02:45 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 22:26:29 WIB 2023","Fri Mar 31 22:26:59 WIB 2023","30095","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Sun Apr 02 06:02:55 WIB 2023","Sun Apr 02 06:03:05 WIB 2023","10128","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"skipped","Fri Mar 31 19:25:47 WIB 2023","Fri Mar 31 19:25:47 WIB 2023","0","","form page: test chai form","","","","And I click submit button",""
"unknown","Fri Mar 31 19:52:25 WIB 2023","Fri Mar 31 19:52:25 WIB 2023","36","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Fri Mar 31 22:34:09 WIB 2023","Fri Mar 31 22:34:09 WIB 2023","1","","form page: test chai form","","","","",""
"skipped","Mon Apr 03 06:02:17 WIB 2023","Mon Apr 03 06:02:17 WIB 2023","0","","form page: test chai form","","","","Then I click submit button",""
"passed","Sun Apr 02 08:28:39 WIB 2023","Sun Apr 02 08:28:39 WIB 2023","173","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Fri Mar 31 20:50:56 WIB 2023","Fri Mar 31 20:51:06 WIB 2023","10300","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"unknown","Sun Apr 02 06:17:22 WIB 2023","Sun Apr 02 06:17:26 WIB 2023","4310","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 3",""
"passed","Sun Apr 02 06:43:22 WIB 2023","Sun Apr 02 06:43:22 WIB 2023","3","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:42:19 WIB 2023","Fri Mar 31 20:42:19 WIB 2023","3","","form page: test chai form","","","","Then I click submit button",""
"passed","Sun Apr 02 17:19:15 WIB 2023","Sun Apr 02 17:19:17 WIB 2023","1901","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"unknown","Fri Mar 31 20:14:01 WIB 2023","Fri Mar 31 20:14:01 WIB 2023","48","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"skipped","Mon Apr 03 06:02:17 WIB 2023","Mon Apr 03 06:02:17 WIB 2023","0","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Sun Apr 02 08:45:24 WIB 2023","Sun Apr 02 08:45:24 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 20:10:46 WIB 2023","Fri Mar 31 20:10:46 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 08:46:50 WIB 2023","Fri Mar 31 08:46:53 WIB 2023","2810","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Fri Mar 31 08:34:52 WIB 2023","Fri Mar 31 08:34:53 WIB 2023","652","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","When I login with tomsmith and SuperSecretPassword!",""
"passed","Sun Apr 02 17:19:17 WIB 2023","Sun Apr 02 17:19:22 WIB 2023","5039","","Test End to End User from resttest: Validate End to End Get Single User","","","","Then I validate the search result",""
"passed","Sun Apr 02 06:05:15 WIB 2023","Sun Apr 02 06:05:15 WIB 2023","30","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Sun Apr 02 17:38:36 WIB 2023","Sun Apr 02 17:38:47 WIB 2023","10178","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"passed","Fri Mar 31 22:39:42 WIB 2023","Fri Mar 31 22:39:42 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Mon Apr 03 06:07:28 WIB 2023","Mon Apr 03 06:07:30 WIB 2023","1856","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Fri Mar 31 20:55:17 WIB 2023","Fri Mar 31 20:55:17 WIB 2023","4","","form page: test chai form","","","","Then I click submit button",""
"broken","Wed Mar 29 17:24:30 WIB 2023","Wed Mar 29 17:24:30 WIB 2023","0","","Home Page: Home page area","","","","Then I should see a header message with text Welcome to the-internet",""
"skipped","Mon Apr 03 06:02:44 WIB 2023","Mon Apr 03 06:02:44 WIB 2023","0","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Fri Mar 31 20:26:04 WIB 2023","Fri Mar 31 20:26:04 WIB 2023","1","","form page: test chai form","","","","",""
"skipped","Wed Mar 29 17:35:15 WIB 2023","Wed Mar 29 17:35:15 WIB 2023","1","","login page: input username password","","","","When I login with tia and tia",""
"failed","Sun Apr 02 17:49:37 WIB 2023","Sun Apr 02 17:49:37 WIB 2023","55","","Test End to End User from resttest: Validate End to End Get Single User","","","","Then I validate the search result",""
"passed","Sun Apr 02 06:48:02 WIB 2023","Sun Apr 02 06:48:05 WIB 2023","3044","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 3",""
"passed","Mon Apr 03 05:34:10 WIB 2023","Mon Apr 03 05:34:10 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"broken","Wed Mar 29 16:03:12 WIB 2023","Wed Mar 29 16:03:12 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","And I click submit button",""
"passed","Mon Apr 03 07:56:50 WIB 2023","Mon Apr 03 07:56:51 WIB 2023","467","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make POST /api/users API call, and input Tia Wicaksono and Programmer",""
"broken","Wed Mar 29 15:54:08 WIB 2023","Wed Mar 29 15:54:08 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Given I am on the login page ""http://103.184.181.9/pkb""",""
"passed","Sun Apr 02 06:05:58 WIB 2023","Sun Apr 02 06:06:00 WIB 2023","2284","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 08:40:17 WIB 2023","Sun Apr 02 08:40:17 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:47:39 WIB 2023","Sun Apr 02 06:47:39 WIB 2023","174","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 06:56:21 WIB 2023","Sun Apr 02 06:56:25 WIB 2023","3118","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Mon Apr 03 05:34:02 WIB 2023","Mon Apr 03 05:34:02 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Fri Mar 31 20:50:52 WIB 2023","Fri Mar 31 20:50:56 WIB 2023","3751","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"broken","Wed Mar 29 16:49:27 WIB 2023","Wed Mar 29 16:49:27 WIB 2023","0","","login page: home page","","","","Then I should see a header with text Welcome to the-internet",""
"passed","Sun Apr 02 06:48:13 WIB 2023","Sun Apr 02 06:48:13 WIB 2023","0","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:54:31 WIB 2023","Fri Mar 31 20:54:31 WIB 2023","3","","form page: test chai form","","","","Then I click submit button",""
"passed","Sun Apr 02 06:05:15 WIB 2023","Sun Apr 02 06:05:15 WIB 2023","171","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 17:19:17 WIB 2023","Sun Apr 02 17:19:17 WIB 2023","163","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"passed","Sun Apr 02 08:40:01 WIB 2023","Sun Apr 02 08:40:05 WIB 2023","4410","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Fri Mar 31 19:40:31 WIB 2023","Fri Mar 31 19:40:31 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 08:58:23 WIB 2023","Fri Mar 31 08:58:27 WIB 2023","3744","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 08:40:54 WIB 2023","Sun Apr 02 08:40:57 WIB 2023","3064","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 2",""
"passed","Sun Apr 02 06:14:05 WIB 2023","Sun Apr 02 06:14:07 WIB 2023","2317","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 08:23:02 WIB 2023","Sun Apr 02 08:23:02 WIB 2023","174","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"broken","Wed Mar 29 17:21:04 WIB 2023","Wed Mar 29 17:21:04 WIB 2023","0","","Home Page: Home page area","","","","Then I should see a header message with text Welcome to the-internet",""
"passed","Fri Mar 31 20:01:29 WIB 2023","Fri Mar 31 20:01:29 WIB 2023","119","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 05:54:54 WIB 2023","Sun Apr 02 05:54:54 WIB 2023","28","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 2",""
"passed","Fri Mar 31 19:11:53 WIB 2023","Fri Mar 31 19:11:53 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 17:19:22 WIB 2023","Sun Apr 02 17:19:22 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Fri Mar 31 20:54:31 WIB 2023","Fri Mar 31 20:54:31 WIB 2023","59","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Sun Apr 02 06:20:26 WIB 2023","Sun Apr 02 06:20:29 WIB 2023","3114","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Wed Mar 29 11:39:48 WIB 2023","Wed Mar 29 11:39:48 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","",""
"passed","Fri Mar 31 20:54:41 WIB 2023","Fri Mar 31 20:54:41 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 22:26:26 WIB 2023","Fri Mar 31 22:26:26 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Wed Mar 29 17:24:30 WIB 2023","Wed Mar 29 17:24:30 WIB 2023","1","","Home Page: Home page area","","","","",""
"skipped","Sun Apr 02 08:20:06 WIB 2023","Sun Apr 02 08:20:06 WIB 2023","0","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Sun Apr 02 05:55:24 WIB 2023","Sun Apr 02 05:55:54 WIB 2023","30137","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"skipped","Wed Mar 29 17:35:15 WIB 2023","Wed Mar 29 17:35:15 WIB 2023","7","","login page: input username password","","","","When I login with admin and 67b70299781c57297aad37539c02d5c7!",""
"passed","Sun Apr 02 08:40:13 WIB 2023","Sun Apr 02 08:40:17 WIB 2023","3121","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Wed Mar 29 17:19:06 WIB 2023","Wed Mar 29 17:19:06 WIB 2023","42","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","Then I should see a flash message saying Your username is invalid!",""
"passed","Fri Mar 31 22:34:58 WIB 2023","Fri Mar 31 22:34:58 WIB 2023","66","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Fri Mar 31 08:52:58 WIB 2023","Fri Mar 31 08:52:58 WIB 2023","322","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"skipped","Fri Mar 31 22:31:42 WIB 2023","Fri Mar 31 22:31:42 WIB 2023","1","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Fri Mar 31 20:21:59 WIB 2023","Fri Mar 31 20:21:59 WIB 2023","101","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 08:38:00 WIB 2023","Sun Apr 02 08:38:00 WIB 2023","175","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Wed Mar 29 11:39:48 WIB 2023","Wed Mar 29 11:39:49 WIB 2023","637","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","When I login with foobar and barfoo",""
"passed","Wed Mar 29 16:49:27 WIB 2023","Wed Mar 29 16:49:27 WIB 2023","1","","login page: home page","","","","",""
"passed","Sun Apr 02 17:54:10 WIB 2023","Sun Apr 02 17:54:12 WIB 2023","1555","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Wed Mar 29 17:19:01 WIB 2023","Wed Mar 29 17:19:05 WIB 2023","3952","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","Given I am on the login page",""
"passed","Fri Mar 31 22:37:43 WIB 2023","Fri Mar 31 22:37:43 WIB 2023","3","","form page: test chai form","","","","",""
"passed","Wed Mar 29 17:19:06 WIB 2023","Wed Mar 29 17:19:06 WIB 2023","0","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","",""
"passed","Mon Apr 03 06:12:51 WIB 2023","Mon Apr 03 06:12:51 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Sun Apr 02 17:58:10 WIB 2023","Sun Apr 02 17:58:10 WIB 2023","132","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make GET /api/users/2 API call",""
"passed","Sun Apr 02 08:32:01 WIB 2023","Sun Apr 02 08:32:06 WIB 2023","5056","","form page: test chai form","","","","Then I click submit button",""
"passed","Fri Mar 31 20:20:12 WIB 2023","Fri Mar 31 20:20:12 WIB 2023","109","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Mon Apr 03 05:20:24 WIB 2023","Mon Apr 03 05:20:25 WIB 2023","1813","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Fri Mar 31 19:12:51 WIB 2023","Fri Mar 31 19:12:51 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:20:12 WIB 2023","Fri Mar 31 20:20:12 WIB 2023","3","","form page: test chai form","","","","And I click submit button",""
"passed","Fri Mar 31 20:36:58 WIB 2023","Fri Mar 31 20:36:58 WIB 2023","2","","form page: test chai form","","","","",""
