"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 31 22:37:13 WIB 2023","Fri Mar 31 22:37:13 WIB 2023","66","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"skipped","Fri Mar 31 08:48:18 WIB 2023","Fri Mar 31 08:48:18 WIB 2023","0","","form page: test chai form","","","","And I click submit button",""
"broken","Fri Mar 31 22:31:42 WIB 2023","Fri Mar 31 22:31:42 WIB 2023","0","","form page: test chai form","","","","Then I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Fri Mar 31 20:44:54 WIB 2023","Fri Mar 31 20:44:54 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 22:51:27 WIB 2023","Fri Mar 31 22:51:29 WIB 2023","2170","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 08:27:08 WIB 2023","Sun Apr 02 08:27:11 WIB 2023","3134","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Sun Apr 02 06:48:02 WIB 2023","Sun Apr 02 06:48:02 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 08:27:00 WIB 2023","Sun Apr 02 08:27:03 WIB 2023","3047","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 2",""
"passed","Fri Mar 31 19:37:13 WIB 2023","Fri Mar 31 19:37:13 WIB 2023","0","","form page: test chai form","","","","",""
"skipped","Fri Mar 31 19:22:55 WIB 2023","Fri Mar 31 19:22:55 WIB 2023","0","","form page: test chai form","","","","And I click submit button",""
"passed","Mon Apr 03 06:14:42 WIB 2023","Mon Apr 03 06:14:42 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"broken","Fri Mar 31 22:25:35 WIB 2023","Fri Mar 31 22:25:35 WIB 2023","1","","form page: test chai form","","","","Then I click button edit",""
"passed","Mon Apr 03 07:56:40 WIB 2023","Mon Apr 03 07:56:45 WIB 2023","5179","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"broken","Fri Mar 31 22:34:41 WIB 2023","Fri Mar 31 22:34:41 WIB 2023","2","","form page: test chai form","","","","Then I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"skipped","Fri Mar 31 20:47:38 WIB 2023","Fri Mar 31 20:47:38 WIB 2023","0","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Fri Mar 31 20:17:56 WIB 2023","Fri Mar 31 20:17:56 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 08:27:00 WIB 2023","Sun Apr 02 08:27:00 WIB 2023","174","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"broken","Wed Mar 29 17:12:26 WIB 2023","Wed Mar 29 17:12:26 WIB 2023","1","","Home Page: Home page area","","","","Given I open the browser and load the url  https://the-internet.herokuapp.com/",""
"skipped","Sun Apr 02 08:44:41 WIB 2023","Sun Apr 02 08:44:41 WIB 2023","0","","form page: test chai form","","","","Then I click submit button",""
"passed","Sun Apr 02 06:11:20 WIB 2023","Sun Apr 02 06:11:20 WIB 2023","176","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Wed Mar 29 15:59:31 WIB 2023","Wed Mar 29 15:59:31 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","",""
"passed","Fri Mar 31 20:24:48 WIB 2023","Fri Mar 31 20:24:50 WIB 2023","2153","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Fri Mar 31 08:48:18 WIB 2023","Fri Mar 31 08:48:18 WIB 2023","325","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Fri Mar 31 19:52:23 WIB 2023","Fri Mar 31 19:52:23 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:39:02 WIB 2023","Sun Apr 02 06:39:07 WIB 2023","5034","","form page: test chai form","","","","Then I click submit button",""
"passed","Fri Mar 31 20:35:29 WIB 2023","Fri Mar 31 20:35:39 WIB 2023","10059","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"skipped","Mon Apr 03 06:11:22 WIB 2023","Mon Apr 03 06:11:22 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","Then I validate the crate user search result",""
"skipped","Sun Apr 02 08:44:40 WIB 2023","Sun Apr 02 08:44:41 WIB 2023","1","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 17:59:16 WIB 2023","Sun Apr 02 17:59:16 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Sun Apr 02 06:41:23 WIB 2023","Sun Apr 02 06:41:26 WIB 2023","3040","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 3",""
"broken","Mon Apr 03 05:16:33 WIB 2023","Mon Apr 03 05:16:33 WIB 2023","23","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform create user search for api /api/users/2",""
"passed","Fri Mar 31 08:52:31 WIB 2023","Fri Mar 31 08:52:31 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Wed Mar 29 15:58:23 WIB 2023","Wed Mar 29 15:58:24 WIB 2023","651","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","When I login with admin and 67b70299781c57297aad37539c02d5c7",""
"broken","Fri Mar 31 19:37:15 WIB 2023","Fri Mar 31 19:37:15 WIB 2023","1","","form page: test chai form","","","","And I select jenis_kendaraan 1",""
"passed","Tue Apr 04 09:44:22 WIB 2023","Tue Apr 04 09:44:22 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Sun Apr 02 06:11:18 WIB 2023","Sun Apr 02 06:11:18 WIB 2023","2","","form page: test chai form","","","","",""
"broken","Wed Mar 29 17:21:04 WIB 2023","Wed Mar 29 17:21:04 WIB 2023","0","","Home Page: Home page area","","","","Given I open the browser and load the url  https://the-internet.herokuapp.com/",""
"skipped","Sun Apr 02 06:14:12 WIB 2023","Sun Apr 02 06:14:12 WIB 2023","0","","form page: test chai form","","","","Then I click submit button",""
"passed","Sun Apr 02 06:47:36 WIB 2023","Sun Apr 02 06:47:39 WIB 2023","2748","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 17:17:53 WIB 2023","Sun Apr 02 17:17:53 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make GET /api/users/2 API call",""
"passed","Fri Mar 31 08:51:16 WIB 2023","Fri Mar 31 08:51:19 WIB 2023","2912","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Tue Apr 04 09:44:23 WIB 2023","Tue Apr 04 09:44:28 WIB 2023","5300","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform create user search for api /api/users, and input Tia Wicaksono Programmer",""
"broken","Wed Mar 29 17:21:47 WIB 2023","Wed Mar 29 17:21:47 WIB 2023","0","","Home Page: Home page area","","","","Then I should see a header message with text Welcome to the-internet",""
"passed","Sun Apr 02 06:40:16 WIB 2023","Sun Apr 02 06:40:16 WIB 2023","37","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Wed Mar 29 17:11:25 WIB 2023","Wed Mar 29 17:11:25 WIB 2023","1","","Home Page: Home page area","","","","",""
"passed","Mon Apr 03 05:37:22 WIB 2023","Mon Apr 03 05:37:24 WIB 2023","1910","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Fri Mar 31 20:07:53 WIB 2023","Fri Mar 31 20:07:53 WIB 2023","1","","form page: test chai form","","","","",""
"skipped","Fri Mar 31 19:11:55 WIB 2023","Fri Mar 31 19:11:55 WIB 2023","0","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 0",""
"passed","Sun Apr 02 06:11:20 WIB 2023","Sun Apr 02 06:11:20 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 06:58:22 WIB 2023","Sun Apr 02 06:58:22 WIB 2023","1","","form page: test chai form","","","","",""
"skipped","Sun Apr 02 06:08:28 WIB 2023","Sun Apr 02 06:08:28 WIB 2023","0","","form page: test chai form","","","","Then I click submit button",""
"passed","Mon Apr 03 06:07:09 WIB 2023","Mon Apr 03 06:07:14 WIB 2023","5193","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"passed","Fri Mar 31 20:30:00 WIB 2023","Fri Mar 31 20:30:00 WIB 2023","1","","form page: test chai form","","","","",""
"broken","Wed Mar 29 16:44:20 WIB 2023","Wed Mar 29 16:44:20 WIB 2023","0","","login page: input username password","","","","Given I am on the login page http://103.184.181.9/pkb/",""
"broken","Wed Mar 29 15:49:28 WIB 2023","Wed Mar 29 15:49:28 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Then I click submit button",""
"skipped","Fri Mar 31 19:41:19 WIB 2023","Fri Mar 31 19:41:19 WIB 2023","0","","form page: test chai form","","","","And I click submit button",""
"passed","Sun Apr 02 08:40:54 WIB 2023","Sun Apr 02 08:40:54 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 08:38:03 WIB 2023","Sun Apr 02 08:38:08 WIB 2023","5052","","form page: test chai form","","","","Then I click submit button",""
"passed","Mon Apr 03 06:02:44 WIB 2023","Mon Apr 03 06:02:44 WIB 2023","172","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Fri Mar 31 19:33:22 WIB 2023","Fri Mar 31 19:33:22 WIB 2023","0","","form page: test chai form","","","","",""
"passed","Sun Apr 02 17:31:46 WIB 2023","Sun Apr 02 17:31:49 WIB 2023","2168","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Sun Apr 02 17:29:12 WIB 2023","Sun Apr 02 17:29:14 WIB 2023","1966","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Mon Apr 03 06:07:07 WIB 2023","Mon Apr 03 06:07:07 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Fri Mar 31 20:15:12 WIB 2023","Fri Mar 31 20:15:22 WIB 2023","10082","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"broken","Wed Mar 29 17:11:25 WIB 2023","Wed Mar 29 17:11:25 WIB 2023","0","","Home Page: Home page area","","","","When I login with <username> and <password>",""
"passed","Sun Apr 02 17:29:15 WIB 2023","Sun Apr 02 17:29:20 WIB 2023","5042","","Test End to End User from resttest: Validate End to End Get Single User","","","","Then I validate the search result",""
"passed","Sun Apr 02 06:06:00 WIB 2023","Sun Apr 02 06:06:00 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 06:41:31 WIB 2023","Sun Apr 02 06:41:34 WIB 2023","3141","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Sun Apr 02 06:05:58 WIB 2023","Sun Apr 02 06:05:58 WIB 2023","1","","form page: test chai form","","","","",""
"skipped","Fri Mar 31 20:44:57 WIB 2023","Fri Mar 31 20:44:57 WIB 2023","0","","form page: test chai form","","","","Then I click submit button",""
"passed","Mon Apr 03 07:56:45 WIB 2023","Mon Apr 03 07:56:45 WIB 2023","157","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make GET /api/users/2 API call",""
"passed","Wed Mar 29 16:19:26 WIB 2023","Wed Mar 29 16:19:26 WIB 2023","1","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","",""
"passed","Mon Apr 03 06:02:15 WIB 2023","Mon Apr 03 06:02:17 WIB 2023","2620","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"unknown","Sun Apr 02 06:15:47 WIB 2023","Sun Apr 02 06:15:48 WIB 2023","1331","","form page: test chai form","","","","Then I click submit button",""
"passed","Sun Apr 02 07:00:41 WIB 2023","Sun Apr 02 07:00:44 WIB 2023","3112","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 2",""
"passed","Sun Apr 02 06:55:02 WIB 2023","Sun Apr 02 06:55:02 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 17:47:43 WIB 2023","Sun Apr 02 17:47:48 WIB 2023","5179","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"broken","Wed Mar 29 15:47:33 WIB 2023","Wed Mar 29 15:47:33 WIB 2023","1","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Then I click submit button",""
"passed","Sun Apr 02 06:56:13 WIB 2023","Sun Apr 02 06:56:16 WIB 2023","3065","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 2",""
"passed","Sun Apr 02 06:05:25 WIB 2023","Sun Apr 02 06:05:30 WIB 2023","5096","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Mon Apr 03 05:24:59 WIB 2023","Mon Apr 03 05:24:59 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"skipped","Fri Mar 31 19:33:25 WIB 2023","Fri Mar 31 19:33:25 WIB 2023","0","","form page: test chai form","","","","And I click submit button",""
"passed","Fri Mar 31 22:33:01 WIB 2023","Fri Mar 31 22:33:31 WIB 2023","30280","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Fri Mar 31 22:40:15 WIB 2023","Fri Mar 31 22:40:45 WIB 2023","30122","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Fri Mar 31 20:19:30 WIB 2023","Fri Mar 31 20:19:30 WIB 2023","3","","form page: test chai form","","","","And I click submit button",""
"passed","Sun Apr 02 06:55:30 WIB 2023","Sun Apr 02 06:55:30 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 17:29:15 WIB 2023","Sun Apr 02 17:29:15 WIB 2023","156","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make GET /api/users/2 API call",""
"unknown","Fri Mar 31 19:11:55 WIB 2023","Fri Mar 31 19:11:55 WIB 2023","100","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Mon Apr 03 05:16:25 WIB 2023","Mon Apr 03 05:16:27 WIB 2023","1671","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Fri Mar 31 19:50:49 WIB 2023","Fri Mar 31 19:50:49 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"skipped","Fri Mar 31 19:40:31 WIB 2023","Fri Mar 31 19:40:31 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Wed Mar 29 15:54:08 WIB 2023","Wed Mar 29 15:54:08 WIB 2023","1","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","",""
"passed","Sun Apr 02 08:23:02 WIB 2023","Sun Apr 02 08:23:02 WIB 2023","29","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Fri Mar 31 22:38:46 WIB 2023","Fri Mar 31 22:38:46 WIB 2023","182","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Mon Apr 03 06:05:51 WIB 2023","Mon Apr 03 06:05:52 WIB 2023","162","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Fri Mar 31 20:50:52 WIB 2023","Fri Mar 31 20:50:52 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:13:11 WIB 2023","Sun Apr 02 06:13:11 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 20:22:09 WIB 2023","Fri Mar 31 20:22:09 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 22:32:59 WIB 2023","Fri Mar 31 22:33:01 WIB 2023","2173","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"skipped","Fri Mar 31 08:48:18 WIB 2023","Fri Mar 31 08:48:18 WIB 2023","0","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 0",""
"passed","Sun Apr 02 05:57:42 WIB 2023","Sun Apr 02 05:57:47 WIB 2023","5056","","form page: test chai form","","","","Then I click submit button",""
"passed","Sun Apr 02 17:19:15 WIB 2023","Sun Apr 02 17:19:15 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Fri Mar 31 20:03:59 WIB 2023","Fri Mar 31 20:03:59 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 22:38:46 WIB 2023","Fri Mar 31 22:38:46 WIB 2023","70","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 2",""
"broken","Fri Mar 31 20:11:16 WIB 2023","Fri Mar 31 20:11:16 WIB 2023","6","","form page: test chai form","","","","And I click submit button",""
"passed","Fri Mar 31 20:17:16 WIB 2023","Fri Mar 31 20:17:16 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:54:15 WIB 2023","Fri Mar 31 20:54:21 WIB 2023","5732","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Wed Mar 29 15:58:23 WIB 2023","Wed Mar 29 15:58:23 WIB 2023","282","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","Given I am on the login page",""
"passed","Mon Apr 03 07:47:35 WIB 2023","Mon Apr 03 07:47:35 WIB 2023","30","","form page: test chai form","","","","And I select jenis_kendaraan 4",""
"passed","Sun Apr 02 08:25:10 WIB 2023","Sun Apr 02 08:25:10 WIB 2023","32","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Mon Apr 03 06:08:54 WIB 2023","Mon Apr 03 06:08:56 WIB 2023","1854","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Sun Apr 02 06:58:35 WIB 2023","Sun Apr 02 06:58:40 WIB 2023","5052","","form page: test chai form","","","","Then I click submit button",""
"broken","Fri Mar 31 19:12:51 WIB 2023","Fri Mar 31 19:12:51 WIB 2023","0","","form page: test chai form","","","","And I select jenis_kendaraan 0",""
"passed","Sun Apr 02 06:13:11 WIB 2023","Sun Apr 02 06:13:11 WIB 2023","31","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Wed Mar 29 11:44:11 WIB 2023","Wed Mar 29 11:44:11 WIB 2023","1","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","",""
"passed","Sun Apr 02 06:02:46 WIB 2023","Sun Apr 02 06:02:46 WIB 2023","2","","form page: test chai form","","","","",""
"skipped","Wed Mar 29 16:03:37 WIB 2023","Wed Mar 29 16:03:37 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","When I login with admin and 67b70299781c57297aad37539c02d5c7!",""
"passed","Sun Apr 02 06:27:12 WIB 2023","Sun Apr 02 06:27:17 WIB 2023","5037","","form page: test chai form","","","","Then I click submit button",""
"passed","Fri Mar 31 08:58:11 WIB 2023","Fri Mar 31 08:58:11 WIB 2023","33","","form page: test chai form","","","","And I click submit button",""
"passed","Fri Mar 31 20:11:48 WIB 2023","Fri Mar 31 20:11:48 WIB 2023","117","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Mon Apr 03 06:11:22 WIB 2023","Mon Apr 03 06:11:22 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Sun Apr 02 06:43:05 WIB 2023","Sun Apr 02 06:43:05 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 22:29:42 WIB 2023","Fri Mar 31 22:29:42 WIB 2023","30","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Sun Apr 02 06:04:31 WIB 2023","Sun Apr 02 06:04:34 WIB 2023","2470","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 08:23:02 WIB 2023","Sun Apr 02 08:23:02 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 06:11:25 WIB 2023","Sun Apr 02 06:11:30 WIB 2023","5027","","form page: test chai form","","","","Then I click submit button",""
"passed","Wed Mar 29 11:44:06 WIB 2023","Wed Mar 29 11:44:09 WIB 2023","3514","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Given I am on the login page",""
"passed","Sun Apr 02 06:03:05 WIB 2023","Sun Apr 02 06:03:05 WIB 2023","2","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:19:29 WIB 2023","Fri Mar 31 20:19:30 WIB 2023","97","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"broken","Wed Mar 29 16:18:38 WIB 2023","Wed Mar 29 16:18:38 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","And I click submit button",""
"passed","Fri Mar 31 08:50:44 WIB 2023","Fri Mar 31 08:50:48 WIB 2023","3260","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Fri Mar 31 22:34:57 WIB 2023","Fri Mar 31 22:34:58 WIB 2023","29","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Fri Mar 31 20:14:01 WIB 2023","Fri Mar 31 20:14:01 WIB 2023","119","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Wed Mar 29 11:39:48 WIB 2023","Wed Mar 29 11:39:48 WIB 2023","38","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Then I should see a flash message saying You logged into a secure area!",""
"passed","Fri Mar 31 19:22:55 WIB 2023","Fri Mar 31 19:22:55 WIB 2023","0","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:02:46 WIB 2023","Sun Apr 02 06:02:49 WIB 2023","2695","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Fri Mar 31 08:34:47 WIB 2023","Fri Mar 31 08:34:51 WIB 2023","4227","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","Given I am on the login page",""
"broken","Wed Mar 29 16:03:37 WIB 2023","Wed Mar 29 16:03:37 WIB 2023","1","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Given I am on the login page ""http://103.184.181.9/pkb""",""
"passed","Sun Apr 02 06:53:25 WIB 2023","Sun Apr 02 06:53:25 WIB 2023","177","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Fri Mar 31 08:52:33 WIB 2023","Fri Mar 31 08:52:34 WIB 2023","373","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 06:38:56 WIB 2023","Sun Apr 02 06:38:56 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Mon Apr 03 05:16:33 WIB 2023","Mon Apr 03 05:16:33 WIB 2023","61","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Sun Apr 02 17:31:54 WIB 2023","Sun Apr 02 17:31:54 WIB 2023","2","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Fri Mar 31 19:25:09 WIB 2023","Fri Mar 31 19:25:09 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 19:25:00 WIB 2023","Fri Mar 31 19:25:00 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 08:34:51 WIB 2023","Fri Mar 31 08:34:52 WIB 2023","782","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","When I login with foobar and barfoo",""
"passed","Mon Apr 03 06:14:36 WIB 2023","Mon Apr 03 06:14:36 WIB 2023","59","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Wed Mar 29 15:54:08 WIB 2023","Wed Mar 29 15:54:08 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","",""
"passed","Sun Apr 02 08:19:59 WIB 2023","Sun Apr 02 08:19:59 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 22:51:27 WIB 2023","Fri Mar 31 22:51:27 WIB 2023","0","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:20:18 WIB 2023","Sun Apr 02 06:20:21 WIB 2023","3042","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 3",""
"passed","Sun Apr 02 06:35:50 WIB 2023","Sun Apr 02 06:35:50 WIB 2023","183","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 05:59:47 WIB 2023","Sun Apr 02 05:59:47 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"broken","Mon Apr 03 06:08:56 WIB 2023","Mon Apr 03 06:08:56 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make POST /api/users/2 API call",""
"skipped","Sun Apr 02 05:54:06 WIB 2023","Sun Apr 02 05:54:06 WIB 2023","0","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
